education,workclass,occupation,salary-class,race,native-country,sex,marital-status,age
Some-college,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,34
11th,Private,Sales,<=50K,White,United-States,Male,Never-married,18
HS-grad,Private,Machine-op-inspct,>50K,Black,United-States,Male,Married-civ-spouse,46
Bachelors,Private,Sales,>50K,White,United-States,Female,Never-married,35
Masters,State-gov,Exec-managerial,<=50K,White,United-States,Female,Never-married,46
Assoc-voc,Private,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,59
7th-8th,Private,Handlers-cleaners,<=50K,White,Portugal,Female,Never-married,31
HS-grad,Private,Sales,<=50K,White,United-States,Female,Divorced,27
Masters,Private,Prof-specialty,<=50K,White,England,Male,Married-civ-spouse,41
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,55
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Female,Never-married,44
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,26
Assoc-voc,Private,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,36
9th,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,69
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,33
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,30
HS-grad,Private,Other-service,>50K,White,United-States,Female,Married-civ-spouse,35
Bachelors,Private,Exec-managerial,>50K,White,United-States,Female,Never-married,25
11th,Private,Other-service,<=50K,Black,United-States,Male,Never-married,18
Some-college,Self-emp-not-inc,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Married-civ-spouse,20
Masters,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,26
Bachelors,Private,Tech-support,<=50K,White,United-States,Male,Married-civ-spouse,46
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,31
Prof-school,Private,Craft-repair,>50K,White,Mexico,Male,Married-civ-spouse,40
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,40
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,31
Doctorate,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,32
Some-college,Self-emp-not-inc,Adm-clerical,<=50K,White,United-States,Male,Divorced,23
Masters,Local-gov,Protective-serv,<=50K,White,United-States,Male,Never-married,25
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,37
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,18
HS-grad,Private,Sales,<=50K,White,United-States,Female,Widowed,55
9th,Private,Craft-repair,<=50K,White,Cuba,Female,Divorced,52
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,26
Some-college,Private,Tech-support,>50K,White,United-States,Male,Never-married,37
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,39
Bachelors,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Female,Divorced,62
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,47
Bachelors,Local-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,51
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Divorced,55
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,30
Some-college,Federal-gov,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,59
10th,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,45
Some-college,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,52
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,21
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,31
Some-college,Private,Adm-clerical,<=50K,Black,United-States,Male,Never-married,29
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Married-civ-spouse,24
10th,Private,Other-service,<=50K,White,United-States,Male,Never-married,17
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Divorced,47
Some-college,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,46
12th,Private,Transport-moving,<=50K,White,Cuba,Male,Married-civ-spouse,63
Some-college,Private,Other-service,<=50K,White,United-States,Male,Never-married,21
HS-grad,Private,Other-service,<=50K,Black,United-States,Male,Never-married,18
Doctorate,State-gov,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,49
HS-grad,Self-emp-not-inc,Adm-clerical,<=50K,White,United-States,Female,Widowed,81
Assoc-acdm,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,36
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,47
Masters,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,36
Assoc-voc,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,39
Bachelors,Private,Sales,<=50K,White,United-States,Female,Never-married,46
Some-college,Local-gov,Adm-clerical,>50K,White,United-States,Female,Married-civ-spouse,43
Bachelors,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Divorced,39
Some-college,Private,Sales,<=50K,White,United-States,Female,Separated,29
HS-grad,Private,Handlers-cleaners,<=50K,Black,United-States,Female,Never-married,23
10th,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,57
HS-grad,Self-emp-not-inc,Sales,<=50K,Black,United-States,Female,Never-married,38
Bachelors,Private,Sales,<=50K,White,United-States,Female,Never-married,25
Some-college,Local-gov,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,39
Some-college,Private,Sales,<=50K,Black,Jamaica,Male,Never-married,24
Masters,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,56
12th,Private,Sales,<=50K,White,United-States,Female,Divorced,39
Assoc-voc,Private,Sales,<=50K,White,United-States,Female,Never-married,23
HS-grad,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Female,Divorced,67
Bachelors,Private,Adm-clerical,<=50K,Asian-Pac-Islander,United-States,Male,Never-married,41
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Never-married,24
Bachelors,Private,Exec-managerial,>50K,Black,United-States,Male,Divorced,51
HS-grad,Self-emp-inc,Other-service,<=50K,White,United-States,Female,Divorced,30
HS-grad,Self-emp-inc,Farming-fishing,>50K,White,United-States,Male,Married-civ-spouse,47
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,56
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,51
Some-college,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,57
Some-college,Private,Other-service,<=50K,White,United-States,Female,Divorced,34
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,24
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,57
HS-grad,Private,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Tech-support,<=50K,White,United-States,Female,Never-married,23
7th-8th,Private,Machine-op-inspct,<=50K,White,Mexico,Male,Married-civ-spouse,35
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,58
Doctorate,State-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,68
Some-college,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,43
11th,Private,Other-service,<=50K,White,United-States,Female,Never-married,17
Doctorate,State-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,53
Doctorate,Self-emp-inc,Prof-specialty,>50K,Black,United-States,Male,Married-civ-spouse,37
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,63
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Married-spouse-absent,31
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,29
Some-college,Local-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,43
Prof-school,Private,Prof-specialty,>50K,White,United-States,Female,Never-married,27
HS-grad,Self-emp-not-inc,Other-service,<=50K,White,United-States,Male,Never-married,25
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,28
HS-grad,Private,Sales,<=50K,White,United-States,Female,Divorced,54
Some-college,Local-gov,Exec-managerial,<=50K,Amer-Indian-Eskimo,United-States,Female,Never-married,31
Some-college,Private,Tech-support,<=50K,White,United-States,Male,Never-married,23
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,19
HS-grad,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Female,Married-civ-spouse,61
Assoc-voc,Self-emp-inc,Other-service,>50K,White,United-States,Female,Married-civ-spouse,27
Some-college,Private,Adm-clerical,<=50K,Black,United-States,Female,Never-married,19
HS-grad,Local-gov,Adm-clerical,<=50K,Amer-Indian-Eskimo,United-States,Female,Divorced,25
Some-college,Private,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,40
11th,Private,Other-service,<=50K,White,United-States,Female,Divorced,53
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,32
Doctorate,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,72
7th-8th,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,61
HS-grad,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,42
10th,Private,Other-service,<=50K,Amer-Indian-Eskimo,United-States,Female,Never-married,17
HS-grad,Private,Transport-moving,<=50K,White,Canada,Male,Married-civ-spouse,73
Some-college,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Separated,41
Some-college,Private,Machine-op-inspct,<=50K,Black,Jamaica,Female,Never-married,23
HS-grad,Private,Prof-specialty,<=50K,White,Canada,Female,Never-married,23
Assoc-voc,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,65
HS-grad,Self-emp-inc,Sales,<=50K,White,United-States,Female,Married-civ-spouse,45
Bachelors,Federal-gov,Tech-support,>50K,Black,United-States,Male,Married-civ-spouse,52
Bachelors,Local-gov,Adm-clerical,<=50K,Black,United-States,Female,Never-married,24
Assoc-voc,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,23
Some-college,Private,Tech-support,<=50K,White,United-States,Female,Divorced,30
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,26
HS-grad,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Divorced,37
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Never-married,17
HS-grad,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,31
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Separated,52
Bachelors,Private,Sales,<=50K,White,United-States,Male,Never-married,63
HS-grad,Private,Priv-house-serv,<=50K,White,United-States,Female,Never-married,27
9th,Private,Machine-op-inspct,<=50K,White,Mexico,Male,Married-civ-spouse,31
HS-grad,Self-emp-not-inc,Adm-clerical,<=50K,White,United-States,Female,Widowed,71
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,44
Masters,Private,Prof-specialty,<=50K,Asian-Pac-Islander,China,Male,Married-civ-spouse,36
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,22
HS-grad,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,32
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Divorced,30
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,25
7th-8th,Private,Protective-serv,<=50K,White,United-States,Female,Widowed,76
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,41
7th-8th,Private,Machine-op-inspct,<=50K,Other,United-States,Male,Married-civ-spouse,26
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,32
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,22
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,39
Bachelors,Self-emp-not-inc,Transport-moving,<=50K,White,United-States,Male,Never-married,63
Assoc-acdm,Private,Transport-moving,<=50K,White,United-States,Female,Never-married,23
10th,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,61
Assoc-voc,State-gov,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,31
9th,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,25
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,33
HS-grad,Private,Sales,<=50K,White,United-States,Female,Married-civ-spouse,39
Bachelors,Private,Machine-op-inspct,<=50K,Asian-Pac-Islander,China,Female,Married-civ-spouse,53
Bachelors,Federal-gov,Exec-managerial,<=50K,White,United-States,Female,Never-married,26
Some-college,Private,Other-service,<=50K,White,United-States,Male,Never-married,21
HS-grad,Private,Adm-clerical,<=50K,Black,United-States,Male,Never-married,18
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,34
Masters,State-gov,Prof-specialty,>50K,Black,United-States,Male,Married-civ-spouse,44
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,31
HS-grad,Private,Transport-moving,>50K,White,United-States,Male,Married-civ-spouse,44
Prof-school,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,42
HS-grad,Private,Machine-op-inspct,<=50K,White,Mexico,Male,Married-civ-spouse,43
Bachelors,Private,Other-service,>50K,Asian-Pac-Islander,United-States,Male,Married-civ-spouse,33
Some-college,Private,Sales,<=50K,Black,United-States,Female,Never-married,21
HS-grad,Private,Handlers-cleaners,>50K,White,United-States,Male,Married-civ-spouse,30
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,55
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,57
HS-grad,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,37
HS-grad,Private,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,32
Bachelors,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,62
Bachelors,Self-emp-not-inc,Sales,>50K,Black,United-States,Male,Never-married,31
Bachelors,Private,Exec-managerial,>50K,White,France,Male,Married-civ-spouse,51
Masters,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,37
5th-6th,Private,Transport-moving,<=50K,White,Mexico,Male,Married-civ-spouse,45
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,47
11th,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,75
Masters,Private,Prof-specialty,<=50K,Other,United-States,Male,Married-civ-spouse,43
Assoc-acdm,Private,Craft-repair,>50K,White,Germany,Male,Married-civ-spouse,39
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,30
5th-6th,Private,Handlers-cleaners,<=50K,White,Guatemala,Male,Never-married,27
HS-grad,Private,Machine-op-inspct,<=50K,Amer-Indian-Eskimo,United-States,Male,Married-civ-spouse,44
Masters,Local-gov,Prof-specialty,>50K,White,United-States,Female,Divorced,53
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,40
11th,Private,Sales,<=50K,White,United-States,Female,Never-married,18
Bachelors,Private,Protective-serv,<=50K,Black,England,Male,Married-civ-spouse,33
HS-grad,Private,Sales,<=50K,White,United-States,Male,Never-married,20
Some-college,Private,Exec-managerial,<=50K,Black,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,48
HS-grad,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,46
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,51
HS-grad,Self-emp-not-inc,Other-service,<=50K,White,United-States,Female,Never-married,35
7th-8th,Private,Handlers-cleaners,<=50K,White,Mexico,Male,Never-married,24
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Male,Divorced,30
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,70
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,26
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,34
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,46
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,70
Some-college,Local-gov,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,37
Some-college,Self-emp-not-inc,Sales,<=50K,White,United-States,Female,Divorced,36
9th,Private,Machine-op-inspct,<=50K,White,Mexico,Female,Never-married,23
